,PayloadMass,Flights,GridFins,Legs,Block,ReusedCount,Longitude,Latitude,Orbit_ES-L1,Orbit_GEO,Orbit_GTO,Orbit_HEO,Orbit_ISS,Orbit_LEO,Orbit_MEO,Orbit_PO,Orbit_SO,Orbit_SSO,Orbit_VLEO,new_outcome_ASDS,new_outcome_None,new_outcome_Ocean,new_outcome_RTLS,Class
0,-1.9481446300350656e-16,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,-0.6546536707079772,-0.10599978800063597,-0.5516772843673704,3.4434202266268428,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
1,-1.1952315876774695,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,-0.6546536707079772,-0.10599978800063597,-0.5516772843673704,3.4434202266268428,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
2,-1.162673071043113,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,-0.6546536707079772,-0.10599978800063597,1.8126539343499313,-0.29040893477575785,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
3,-1.2005866068607518,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,-2.433736475033965,2.4336372084400857,-0.10599978800063597,-0.10599978800063599,-0.6546536707079772,-0.10599978800063597,-0.5516772843673704,-0.29040893477575785,-0.1856953381770519,3.0,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,-0.5173061316114637,3.4434202266268428,-0.4472135954999579,0
4,-0.6286705580862,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,1.5275252316519468,-0.10599978800063597,-0.5516772843673704,-0.29040893477575785,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
5,-0.5954694391498496,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,1.5275252316519468,-0.10599978800063597,-0.5516772843673704,-0.29040893477575785,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
6,-0.8158820287337499,-0.6539128396553676,-1.8708286933869704,0.5173061316114637,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,-0.6546536707079772,-0.10599978800063597,1.8126539343499313,-0.29040893477575785,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,-0.5173061316114637,3.4434202266268428,-0.4472135954999579,1
7,-1.025798780718417,-0.6539128396553676,-1.8708286933869704,0.5173061316114637,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,-0.6546536707079772,-0.10599978800063597,-0.5516772843673704,3.4434202266268428,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,-0.5173061316114637,3.4434202266268428,-0.4472135954999579,1
8,-0.3362865106789853,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,1.5275252316519468,-0.10599978800063597,-0.5516772843673704,-0.29040893477575785,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
9,-0.3592059927834336,-0.6539128396553676,-1.8708286933869704,-1.9330913339165219,-1.5758945740782508,-0.9734404576759703,0.41143049645500746,-0.41707299936078107,-0.10599978800063597,-0.10599978800063599,1.5275252316519468,-0.10599978800063597,-0.5516772843673704,-0.29040893477575785,-0.1856953381770519,-0.33333333333333337,-0.10599978800063599,-0.242535625036333,-0.42919753763947605,-1.0932163332202423,1.9330913339165219,-0.29040893477575785,-0.4472135954999579,0
